filename,average_plddt,ranking_score,iptm,ptm,dope,soap,dockq,cpscore,interface_plddt,sc,ec,frustrate,rmsd,bsa,refine_dope
7n10_seed-7278045_sample-0model,91.06793636,0.9,0.86,0.89,-2.397442437,-1754.071655,0.929014482,0.332737996,94.96920972,0.702,0.135998044,28.26,0.353401035,1403.476,-4.492254983870217
7p8k_seed-9627247_sample-2model,83.36188097,0.89,0.8,0.76,-1.139447218,-2349.031006,0.969620013,0.003017882,96.87376176,0.764,0.148114807,54.703,0.353411555,1286.673,-2.0159149531338825
6zbk_seed-2889889_sample-4model,92.81517549,0.91,0.9,0.92,-2.657854323,-2751.717529,0.956188377,-0.120158942,93.37898724,0.708,0.169670865,69.806,0.353448302,924.023,-4.7817879548693565
7n10_seed-4821021_sample-1model,91.7781,0.89,0.87,0.89,-2.505300207,-1867.720459,0.92586772,0.008217814,96.18798279,0.713,0.130141069,29.852,0.353454381,1377.657,-4.7054673769123685
6zbk_seed-2934233_sample-4model,92.74657382,0.91,0.91,0.92,-2.592031306,-2609.352783,0.892554088,-0.216920576,93.1853545,0.684,0.176099402,66.657,0.353530228,921.183,-4.676226040037437
6zbk_seed-5596136_sample-2model,92.55188301,0.91,0.9,0.92,-2.337324101,-2460.253174,0.961502509,-0.316388075,93.38267523,0.693,0.166457559,62.236,0.353554636,911.993,-4.170383737854663
7p8k_seed-6439119_sample-0model,83.13783982,0.89,0.8,0.76,-1.132377534,-2183.211914,0.970644214,0.442029518,96.88570794,0.751,0.148011157,55.67,0.35365501,1294.271,-2.009742892201267
7p8k_seed-4514003_sample-2model,83.1476194,0.89,0.8,0.76,-1.148717436,-2265.187012,0.969771703,-0.071323968,96.35856536,0.733,0.147754246,55.915,0.353702635,1353.959,-2.0421048108704554
7p8k_seed-7489234_sample-1model,83.59144012,0.89,0.8,0.76,-1.150183088,-2295.115234,0.968561241,0.543986354,97.11252346,0.761,0.152845979,53.89,0.353799224,1271.427,-2.0446247181483574
7n10_seed-4738161_sample-3model,91.48684545,0.87,0.87,0.88,-2.391254217,-1742.636841,0.948604066,-0.327164937,96.16719872,0.674,0.136260832,34.883,0.35380283,1418.582,-4.53946426121631
7nlj_seed-7568354_sample-3model,92.97824496,0.89,0.89,0.91,-2.983681776,-1868.789673,0.906810723,0.044222229,97.32020473,0.697,0.142644881,45.451,0.353927433,1040.76,-5.41607403493143
7n10_seed-6675204_sample-2model,90.91238182,0.88,0.86,0.88,-2.399565216,-1844.402344,0.938400444,-0.24843314,95.0800376,0.712,0.134681772,29.538,0.353968322,1390.75,-4.510305318592362
6zbk_seed-1042502_sample-3model,92.60016156,0.91,0.9,0.92,-2.618896033,-2518.622559,0.971162278,-0.14300201,93.43861419,0.665,0.157819464,64.27,0.353991836,934.356,-4.722550443079078
7p8k_seed-2889889_sample-1model,83.51304923,0.88,0.79,0.76,-1.118941609,-2306.762451,0.970655491,-0.046177862,97.01441402,0.76,0.14248732,53.553,0.354008347,1355.353,-1.9739604031130138
7p8k_seed-6639928_sample-2model,83.45429096,0.9,0.81,0.77,-1.14002196,-2408.285645,0.969788868,-0.048951708,96.65879851,0.731,0.144432125,53.96,0.354015708,1380.949,-2.0048398560604066
6zbk_seed-6297859_sample-4model,92.5408078,0.91,0.9,0.91,-2.506330389,-2603.527344,0.962259251,-0.202760821,92.67164494,0.68,0.113784023,65.304,0.35405305,934.057,-4.49608836207924
7p8k_seed-8814418_sample-2model,83.947759,0.88,0.82,0.78,-1.180990571,-2299.033203,0.967793245,0.226909992,96.53932741,0.768,0.151292847,50.483,0.3540757,1319.014,-2.098408398315397
7n10_seed-630484_sample-1model,91.24073636,0.88,0.86,0.88,-2.367557987,-2005.98291,0.947691542,-0.300978573,95.65229928,0.718,0.132564805,30.581,0.354086101,1363.603,-4.468234267117209
6zbk_seed-3780606_sample-3model,92.45292479,0.91,0.9,0.92,-2.504378814,-2705.208984,0.963671568,-0.166347273,92.67849359,0.688,0.162569529,62.908,0.354105562,923.571,-4.4880799801624285
6zbk_seed-1626957_sample-2model,92.61060167,0.91,0.9,0.91,-2.644562772,-2682.010498,0.958532924,-0.291315254,93.15612571,0.688,0.160701098,64.594,0.354175359,926.696,-4.762410249567587
7p8k_seed-7536905_sample-1model,82.75808964,0.88,0.79,0.76,-1.139054947,-2311.395508,0.97157754,0.0177724,96.84317212,0.758,0.144506101,56.255,0.354206085,1366.919,-2.005608840057991
6zbk_seed-44925_sample-4model,92.92320334,0.91,0.91,0.92,-2.550660246,-2641.885986,0.913601307,0.242703718,93.20838658,0.676,0.167950851,66.536,0.354246259,929.569,-4.618680813551083
6pnq_seed-7541423_sample-4model,82.62030828,0.89,0.88,0.84,-2.625650007,-5141.310059,0.871772125,-0.033839201,81.59550768,0.712,0.158945005,122.089,0.354256451,1585.83,-4.167938164640579
6q76_seed-4572804_sample-1model,94.71017609,0.91,0.91,0.91,-2.319323999,-1668.761108,0.957322861,-0.081853143,96.91256591,0.686,0.142397542,43.756,0.354340941,1030.172,-3.7301576921480866
6zbk_seed-6675204_sample-4model,92.67797772,0.91,0.91,0.92,-2.613578293,-2629.781738,0.906812098,0.075265215,92.39977367,0.684,0.17610149,66.674,0.354367733,913.604,-4.722012528061072
6zbk_seed-204505_sample-3model,92.80630084,0.91,0.91,0.92,-2.558339943,-2642.670898,0.96035976,0.26226318,92.32778783,0.685,0.16429116,71.647,0.354416341,977.442,-4.593863581183586
7p8k_seed-44925_sample-2model,82.83014695,0.88,0.79,0.76,-1.11811358,-2168.729736,0.969624562,0.224284672,96.5310144,0.778,0.147222577,55.438,0.354442865,1261.794,-1.9930168658532277
6zbk_seed-7064254_sample-2model,92.62992758,0.91,0.9,0.92,-2.607834239,-2586.581787,0.961308916,0.236582141,93.18847406,0.688,0.165386611,61.583,0.354518861,936.527,-4.6935351412088675
7p8k_seed-9079663_sample-3model,83.50979427,0.89,0.8,0.77,-1.176424073,-2484.574951,0.97162819,0.118450598,96.87433618,0.756,0.152287608,55.914,0.354534388,1334.994,-2.059938731972864
7n10_seed-630484_sample-2model,90.97697273,0.89,0.85,0.87,-2.339969144,-1944.560181,0.92284673,0.098121231,95.25780305,0.684,0.128293492,28.688,0.354536027,1414.594,-4.378111865185724
7p8k_seed-3915180_sample-1model,83.56422483,0.87,0.81,0.78,-1.239581677,-2291.135498,0.968145204,0.212114246,96.72213386,0.757,0.141423334,53.587,0.354543507,1310.832,-2.192887212542628
7n10_seed-60188_sample-1model,90.06747273,0.85,0.84,0.87,-2.363746318,-1787.714966,0.946354164,-0.132608077,94.16053183,0.669,0.133927483,30.324,0.354545087,1443.963,-4.453466309871936
6zbk_seed-5021908_sample-0model,92.59768802,0.9,0.9,0.91,-2.638861349,-2707.411865,0.96135713,-0.391749071,93.74228268,0.684,0.16528175,66.099,0.354581088,924.669,-4.747992089062386
6q76_seed-3226718_sample-4model,95.00438369,0.91,0.91,0.92,-2.369707099,-1676.26416,0.95046132,9.57e-05,97.11213533,0.709,0.144480191,39.142,0.354592204,488.34,-3.8009659172323973
6q76_seed-1240546_sample-0model,94.97238184,0.91,0.91,0.92,-2.385042727,-1677.402832,0.93799782,-0.044955462,97.51502742,0.689,0.144754499,35.651,0.354649931,469.207,-3.8439119096678946
6zbk_seed-7745187_sample-3model,92.56326462,0.91,0.9,0.92,-2.601276741,-2575.798828,0.961969067,-0.185881054,93.61854321,0.671,0.169252992,64.777,0.354680032,929.659,-4.690580693969602
6q76_seed-48323_sample-2model,94.72083411,0.91,0.91,0.91,-2.364972484,-1626.397339,0.955838165,-0.048552689,96.01795884,0.684,0.136485732,38.448,0.354797959,1019.454,-3.8206489284044176
7p8k_seed-3877708_sample-4model,83.19639971,0.89,0.79,0.76,-1.176082048,-2247.644043,0.967555944,0.20157355,96.67075314,0.752,0.143844301,56.705,0.354801297,1335.977,-2.079355681978636
7n10_seed-4553996_sample-2model,91.45593636,0.87,0.87,0.89,-2.454583931,-1777.972046,0.94355432,-0.044536078,94.55358507,0.695,0.130424479,29.123,0.354852676,1407.727,-4.591042000422988
6q76_seed-7115957_sample-0model,94.85321594,0.91,0.91,0.92,-2.355253842,-1558.268433,0.965445739,-0.001859615,96.70229636,0.683,0.135821294,39.685,0.354898095,484.188,-3.7754454267072233
7p8k_seed-5528355_sample-3model,83.52964732,0.9,0.81,0.77,-1.099296057,-2196.917725,0.964125903,0.206664096,97.01941667,0.746,0.142175269,53.865,0.354940712,1336.423,-1.9321536972728426
7n10_seed-5442239_sample-4model,91.66570909,0.88,0.87,0.89,-2.337275015,-1820.758057,0.962907669,-0.016534611,96.14800727,0.664,0.127331734,30.109,0.354965121,1400.509,-4.390957504386583
7n10_seed-2367127_sample-2model,91.07980909,0.89,0.87,0.89,-2.383547747,-1986.556519,0.941414628,0.424569194,95.87022915,0.721,0.126808467,29.65,0.354970425,1462.959,-4.477053741598178
7nlj_seed-3942073_sample-2model,93.21042569,0.9,0.9,0.92,-2.981092449,-2117.401611,0.924928776,0.232508633,97.23895156,0.688,0.13807531,52.342,0.354972184,1080.14,-5.417792732376425
7p8k_seed-958038_sample-2model,83.60868479,0.89,0.81,0.77,-1.039464672,-2478.449951,0.96988386,0.135084871,96.73115526,0.783,0.148978859,53.046,0.354979932,1322.845,-1.8202676356697594
7p8k_seed-2323720_sample-0model,83.37592946,0.89,0.8,0.77,-1.152496455,-2266.726807,0.970419814,0.275287128,97.04914492,0.764,0.145282033,52.876,0.354998171,1321.432,-2.0585481225135003
6q76_seed-4809025_sample-1model,94.83381835,0.91,0.91,0.92,-2.342670816,-1659.598267,0.954792998,0.024346522,96.9922336,0.697,0.147784698,36.653,0.354999781,1031.681,-3.781877041572639
6q76_seed-7328819_sample-0model,94.81189991,0.91,0.91,0.91,-2.36997188,-1633.235352,0.954715928,-0.027717564,96.15349218,0.678,0.137880053,38.965,0.3550632,1001.037,-3.8372091237541364
7n10_seed-1753403_sample-3model,91.73829091,0.9,0.87,0.9,-2.385427694,-1681.902588,0.922185676,0.07002943,95.99286224,0.678,0.131046068,29.238,0.355131805,467.011,-4.46879140489921
7n10_seed-2959009_sample-1model,91.59313636,0.87,0.87,0.89,-2.45869823,-1742.447388,0.943013757,-0.164519215,94.77417731,0.674,0.126691676,28.286,0.355166912,1370.346,-4.680936120865318
6zbk_seed-3299573_sample-4model,92.86391643,0.91,0.91,0.92,-2.654321077,-2675.115967,0.959926858,-0.432946396,93.30503181,0.704,0.167207871,65.765,0.355222493,922.591,-4.781479013741196
7n10_seed-3877708_sample-2model,90.96156364,0.86,0.86,0.88,-2.338592364,-1826.452759,0.948561526,-0.214418396,96.03420429,0.704,0.131707899,25.471,0.355226368,1345.204,-4.385183694090163
6zbk_seed-4231265_sample-1model,92.61967131,0.91,0.91,0.92,-2.574868041,-2661.505859,0.958793452,-0.390073126,92.34631934,0.697,0.164481722,64.554,0.355227441,912.668,-4.651800067027766
6q76_seed-7889442_sample-2model,94.88814643,0.91,0.91,0.92,-2.383009714,-1641.93457,0.946435648,-0.110717024,97.36825078,0.699,0.148926878,36.369,0.355306923,475.417,-3.868710456004588
6zbk_seed-6440069_sample-1model,92.42812813,0.9,0.9,0.91,-2.659404559,-2657.53833,0.96387422,-0.114355813,92.66383594,0.698,0.154305652,61.568,0.355309695,920.664,-4.790490143767939
7p8k_seed-433747_sample-0model,83.86838354,0.9,0.81,0.77,-1.164122059,-2347.338867,0.970552481,0.068699866,96.91123411,0.754,0.143772196,55.699,0.355339289,1374.727,-2.083808455926757
6q76_seed-630484_sample-4model,94.499481,0.91,0.9,0.91,-2.341778666,-1582.821411,0.955305062,-0.052611588,96.6668335,0.695,0.147549007,38.24,0.355407208,476.512,-3.7880808310327962
7p8k_seed-9061760_sample-0model,83.10818516,0.89,0.8,0.76,-1.157634758,-2241.884766,0.969132965,0.308172731,96.43955282,0.746,0.149807469,53.26,0.355414808,1318.245,-2.046880538671766
7p8k_seed-7123372_sample-2model,83.18692873,0.88,0.79,0.76,-1.191955633,-2434.399658,0.963974452,0.097895003,96.39394794,0.767,0.148389469,54.191,0.355424464,1302.166,-2.0996361432913315
7p8k_seed-1020037_sample-1model,83.37628949,0.89,0.8,0.77,-1.080829667,-2137.780029,0.971113416,0.086875573,96.91136378,0.75,0.150533571,56.962,0.355508268,1247.922,-1.9223076633542933
6q76_seed-2934233_sample-0model,95.1576367,0.92,0.91,0.92,-2.383461029,-1614.854004,0.960551935,0.093991322,96.6170811,0.684,0.146309006,37.787,0.355524093,484.196,-3.8712807875059543
6pnq_seed-9690929_sample-3model,82.80456529,0.88,0.88,0.84,-2.650078987,-4990.887695,0.875561825,-0.045643964,83.41463975,0.717,0.14426354,117.206,0.355547369,1553.7,-4.229976586303637
6q76_seed-7278045_sample-3model,94.81089898,0.91,0.91,0.91,-2.330122723,-1640.243896,0.95373973,-0.143174621,97.06410778,0.699,0.152831114,39.802,0.355618089,491.818,-3.765482809447244
7n10_seed-8448077_sample-0model,91.90352727,0.91,0.88,0.9,-2.404471455,-1851.313354,0.935069627,-0.289454146,96.25698776,0.687,0.126602034,30.235,0.355626404,1390.392,-4.510638406756114
6zbk_seed-7115957_sample-2model,92.5494429,0.91,0.9,0.92,-2.5779177,-2612.103516,0.956594012,-0.105776117,93.22793553,0.686,0.158958706,66.444,0.355671078,926.966,-4.629360711516597
7p8k_seed-727438_sample-2model,83.24378398,0.88,0.79,0.76,-1.157010357,-2276.719238,0.966896691,0.153683326,96.92946848,0.751,0.148736276,54.9,0.35569039,1323.944,-2.0477982687619907
7p8k_seed-3222937_sample-2model,83.58036738,0.88,0.8,0.76,-1.142290665,-2332.0354,0.972659943,0.198233476,97.03408956,0.767,0.146678895,54.068,0.355781734,1309.664,-2.0110202770229493
7p8k_seed-1937927_sample-3model,82.96814842,0.87,0.79,0.76,-1.143638194,-2396.642822,0.971637158,0.115423637,96.65087344,0.726,0.150358327,53.72,0.355803967,1335.927,-2.0085179223390015
7p8k_seed-3470202_sample-1model,82.92288758,0.89,0.79,0.76,-1.118279304,-2412.085693,0.968979473,-0.157004597,95.57311714,0.745,0.147372159,56.408,0.355888933,1353.836,-1.95837768890754
6zbk_seed-1937927_sample-2model,92.0568078,0.9,0.9,0.91,-2.656395379,-2664.089355,0.959255527,-0.178683952,92.72102578,0.689,0.16294806,70.239,0.355912358,929.3,-4.804412297259445
7p8k_seed-8990825_sample-0model,83.207759,0.88,0.8,0.76,-1.096757612,-2339.435547,0.961172177,-0.11235936,96.39188592,0.743,0.146703697,55.384,0.355917394,1335.202,-1.9508746834594368
6zbk_seed-1485043_sample-3model,92.72290808,0.91,0.91,0.92,-2.583860701,-2731.4729,0.957131839,-0.497961384,93.79528478,0.697,0.161772635,66.213,0.355929017,948.787,-4.646443081740802
7nlj_seed-9198396_sample-4model,93.12070948,0.9,0.89,0.91,-2.963770482,-1931.728271,0.90036685,0.356566403,97.43959398,0.724,0.146589854,56.352,0.355978251,1013.19,-5.398764659376132
6zbk_seed-8331081_sample-0model,92.4878663,0.9,0.9,0.92,-2.560769938,-2625.673096,0.968629115,-0.050959992,92.52176102,0.667,0.154985856,68.642,0.356014222,975.083,-4.606367073467601
7nlj_seed-7002297_sample-1model,93.47275579,0.9,0.9,0.92,-2.95634603,-1894.839844,0.860947226,-0.084246334,97.23596979,0.719,0.140974919,53.836,0.356018424,2033.905,-5.395459085828476
6zbk_seed-7002297_sample-3model,92.86724234,0.91,0.9,0.92,-2.617453883,-2511.577148,0.976238765,0.070640352,92.51411767,0.685,0.160024955,69.605,0.356033951,981.999,-4.703524313444351
7p8k_seed-1864551_sample-4model,83.1349155,0.88,0.78,0.76,-1.119446125,-2365.185791,0.968665945,0.027878353,96.21673987,0.751,0.146345867,58.535,0.356043726,1391.473,-1.9674953942437505
7n10_seed-1818050_sample-0model,91.19585455,0.88,0.86,0.88,-2.40704198,-1938.205688,0.947070672,-0.155354568,95.58881063,0.692,0.130356433,31.131,0.356054187,1405.651,-4.526590526651109
7p8k_seed-6297859_sample-0model,83.01206466,0.88,0.8,0.76,-1.163225273,-2453.317383,0.971179487,-0.046157303,96.06383222,0.765,0.145623019,56.758,0.356069773,1341.412,-2.049500558175265
7n10_seed-1903384_sample-4model,90.71382727,0.86,0.85,0.88,-2.377458701,-2049.096924,0.93068206,-0.331455122,95.26073548,0.71,0.130990926,30.464,0.356075287,1430.329,-4.474445562372655
6zbk_seed-6639928_sample-0model,93.0341727,0.91,0.91,0.92,-2.62028048,-2596.758057,0.960514894,0.179992663,93.88900316,0.698,0.163896682,68.27,0.356087059,921.974,-4.720404986494531
6q76_seed-3297132_sample-0model,95.06153846,0.91,0.91,0.92,-2.399242382,-1685.273193,0.953390853,0.053965884,96.85424661,0.71,0.15477827,39.207,0.356119454,1029.425,-3.890800778706559
6zbk_seed-2534801_sample-0model,92.81171588,0.91,0.91,0.92,-2.599788945,-2718.48584,0.969467345,-0.247255322,94.0195853,0.69,0.161721439,63.696,0.356147707,941.688,-4.663649570150252
7p8k_seed-7123372_sample-3model,83.53891991,0.89,0.8,0.77,-1.13480726,-2271.888672,0.96951013,0.144912606,96.86568837,0.749,0.142971613,54.092,0.35618183,1374.752,-2.0068101173873103
6zbk_seed-7884671_sample-4model,92.66616713,0.91,0.9,0.92,-2.633187916,-2646.51416,0.960836083,-0.308212383,93.48663382,0.696,0.161685494,62.366,0.35621205,928.119,-4.76089222451168
7p8k_seed-8793655_sample-0model,83.19385011,0.88,0.79,0.76,-1.116557133,-2287.248047,0.968716275,-0.046445733,96.88506752,0.755,0.142632925,54.731,0.356218666,1332.717,-1.971675998918818
6q76_seed-36904_sample-0model,94.96134384,0.91,0.91,0.92,-2.405421066,-1721.636719,0.945396168,-0.140625858,97.53510774,0.687,0.144117993,37.131,0.356256604,476.761,-3.884893420358808
7p8k_seed-2726442_sample-1model,82.86950037,0.87,0.79,0.76,-1.119842803,-2204.086182,0.969169143,-0.119356437,96.14878374,0.751,0.147145262,55.443,0.356280923,1330.049,-1.9900131175071953
7p8k_seed-5596136_sample-3model,82.77362234,0.88,0.79,0.76,-1.143874438,-2377.033936,0.961974682,0.011131404,96.58244448,0.779,0.151438492,55.641,0.356319219,1319.848,-2.023861456435158
7p8k_seed-8419699_sample-2model,82.98564291,0.88,0.79,0.76,-1.197664271,-2375.460938,0.96617844,0.137962506,96.64964839,0.756,0.147152905,56.367,0.356510311,1343.812,-2.0934699794752616
6pnq_seed-2934233_sample-1model,83.04857291,0.88,0.88,0.85,-2.655291281,-4908.956055,0.866322208,-0.016891936,83.02338924,0.735,0.132777033,106.417,0.356565267,1534.83,-4.223210827777885
7n10_seed-5385502_sample-2model,91.17908182,0.86,0.86,0.88,-2.476551164,-1798.038208,0.94553122,-0.288526144,95.89724431,0.713,0.127645239,30.758,0.356583118,1334.625,-4.691074629584926
6zbk_seed-7969324_sample-3model,92.63522563,0.91,0.91,0.92,-2.440943592,-2708.478271,0.963789264,0.260806808,93.52980708,0.68,0.174827216,65.192,0.35663119,942.623,-4.358904261098571
6q76_seed-9163245_sample-4model,94.67011121,0.91,0.91,0.91,-2.333692722,-1660.835571,0.956149863,-0.111484957,96.9172047,0.699,0.160863689,38.274,0.356652737,1012.736,-3.778303555452647
7p8k_seed-8578291_sample-2model,83.17343865,0.88,0.8,0.76,-1.145739119,-2222.9104,0.969558167,0.337848352,96.6065324,0.774,0.151328174,54.456,0.356722206,1282.682,-2.0296406653390546
7n10_seed-9342694_sample-4model,90.94619091,0.9,0.86,0.88,-2.312453953,-1916.938843,0.925578021,-0.16126915,95.32874003,0.726,0.131785154,27.65,0.356789023,1436.637,-4.321270397189373
6q76_seed-976083_sample-2model,94.94055607,0.91,0.91,0.92,-2.37292988,-1612.196045,0.953808761,-0.367367148,97.17885814,0.676,0.144290069,43.007,0.356825143,476.43,-3.837770677799508
6zbk_seed-6468151_sample-4model,92.89502507,0.91,0.91,0.92,-2.538052092,-2682.901611,0.960973447,-0.097135408,94.70167746,0.675,0.157475954,63.156,0.356841266,920.822,-4.56493797093747
7p8k_seed-1067921_sample-2model,83.32684056,0.88,0.79,0.76,-1.118409767,-2081.878418,0.966757074,0.041616737,96.78457412,0.745,0.144149376,51.897,0.356846005,1309.48,-1.9954991356519987
7p8k_seed-3299573_sample-4model,83.52544453,0.9,0.81,0.77,-1.141207293,-2431.547119,0.970640629,0.194213148,96.83508902,0.762,0.142986825,55.858,0.356856078,1354.938,-2.005800080078682
7p8k_seed-7322849_sample-3model,83.47774431,0.89,0.81,0.77,-1.095050133,-2421.875732,0.970278441,0.037401856,96.78867622,0.759,0.149118343,55.689,0.356874883,1288.426,-1.9282789795019026
7p8k_seed-3780606_sample-2model,83.59893461,0.88,0.8,0.76,-1.153896876,-2372.506836,0.966519703,0.270083916,96.92607751,0.739,0.149053597,53.756,0.35694465,1355.51,-2.031061419470644
7p8k_seed-6920217_sample-3model,83.49114622,0.89,0.8,0.76,-1.092958024,-2403.8479,0.970029938,0.13816231,96.84718749,0.771,0.152767422,55.857,0.356970221,1329.492,-1.927801139617081
7p8k_seed-6468151_sample-1model,82.7974651,0.88,0.79,0.76,-1.108357064,-2164.459961,0.968523222,0.119951392,96.41206402,0.759,0.152602633,53.751,0.357012153,1262.714,-1.9761062944462227
6q76_seed-2848065_sample-1model,94.92318814,0.91,0.91,0.92,-2.365687881,-1613.075439,0.944693245,-0.130566782,97.51884502,0.694,0.166116326,38.532,0.35709691,467.84,-3.8226430581575013
6zbk_seed-6826974_sample-2model,92.21420613,0.9,0.9,0.91,-2.566945044,-2554.589111,0.961681041,0.190254474,92.89666625,0.671,0.156812199,68.13,0.357101709,932.484,-4.619376077327811
6zbk_seed-1769132_sample-3model,92.60672981,0.91,0.9,0.92,-2.615994939,-2674.345459,0.952864051,-0.23523557,93.61977328,0.701,0.166558871,69.327,0.357177705,924.541,-4.725000433148729
7n10_seed-6786686_sample-3model,91.48088182,0.87,0.86,0.89,-2.400903348,-1806.483154,0.934088789,-0.106993241,96.12112885,0.687,0.12775988,30.926,0.357257605,1342.653,-4.523536547771771
7p8k_seed-8549438_sample-1model,83.50898604,0.89,0.8,0.76,-1.125110981,-2425.431641,0.971230242,0.357759102,97.01000025,0.739,0.145604145,57.4,0.357266843,1397.414,-1.9763448501549645
7p8k_seed-2848065_sample-4model,83.39874357,0.89,0.8,0.76,-1.175723275,-2333.903564,0.967999356,-0.073461865,97.0183333,0.769,0.140983058,56.882,0.357279629,1308.054,-2.0708155471747145
7p8k_seed-5738523_sample-1model,83.62905217,0.9,0.81,0.77,-1.107837269,-2367.301514,0.969426396,-0.027195673,96.66283159,0.775,0.140932215,58.537,0.357295722,1286.859,-1.9654247084909622
7p8k_seed-1903384_sample-2model,83.11063189,0.89,0.8,0.76,-1.168601289,-2326.625977,0.967891006,0.13816231,96.70783787,0.76,0.139153755,54.327,0.357324451,1330.65,-2.0583167474113764
7p8k_seed-4629991_sample-3model,83.77454078,0.89,0.8,0.76,-1.119088527,-2367.625977,0.971777058,0.011131404,96.96081134,0.774,0.144536018,58.506,0.357353151,1279.21,-1.9917184595455053
7n10_seed-5137724_sample-1model,91.86219091,0.88,0.88,0.89,-2.401840405,-1768.889648,0.931650602,0.044434795,96.01478535,0.632,0.133337586,29.782,0.357356101,1402.514,-4.519624957629764
6q76_seed-5220729_sample-2model,94.72099166,0.91,0.91,0.92,-2.410145901,-1727.083984,0.951907708,-0.046125096,97.29268839,0.723,0.155266986,40.41,0.357358068,477.619,-3.903408484132879
6zbk_seed-4514003_sample-3model,92.57018942,0.91,0.9,0.92,-2.563320076,-2634.232178,0.966225473,0.48649183,93.33148767,0.693,0.162902499,69.812,0.357366681,943.553,-4.592240026049964
6zbk_seed-3276017_sample-4model,92.92104178,0.91,0.91,0.92,-2.619456271,-2778.022217,0.95474451,0.064625071,93.36048064,0.698,0.162144263,67.462,0.357369721,987.827,-4.726772946498247
7n10_seed-1020037_sample-1model,90.43914545,0.86,0.86,0.88,-2.419155169,-1766.768188,0.938590164,0.050751548,94.57111044,0.709,0.129751787,32.245,0.357418627,1442.408,-4.552235190595546
7p8k_seed-3749828_sample-2model,83.12393828,0.89,0.79,0.76,-1.111955669,-2542.403809,0.970745182,0.086715516,96.6790666,0.782,0.149710947,57.022,0.357426435,1335.121,-1.9622398492891293
7n10_seed-7328819_sample-0model,91.48425455,0.87,0.87,0.89,-2.403593466,-1800.390503,0.940239893,0.397604327,96.12260832,0.707,0.123759335,30.866,0.35748896,1392.53,-4.506741055928169
7p8k_seed-4809025_sample-2model,82.85314475,0.89,0.8,0.76,-1.130140858,-2220.185303,0.971771269,0.101620683,96.75026754,0.749,0.14826714,55.777,0.357505292,1319.399,-2.024090888957714
7n10_seed-7328819_sample-1model,90.98992727,0.86,0.86,0.88,-2.443716991,-1848.52063,0.949738554,-0.33178279,95.99191013,0.697,0.130740133,32.425,0.357531607,1415.351,-4.625019404493598
7p8k_seed-2934233_sample-2model,83.72225569,0.89,0.8,0.76,-1.159565845,-2371.031006,0.96769247,0.152978366,97.04060592,0.751,0.150167202,55.541,0.357554227,1329.469,-2.031793980101327
7n10_seed-2232659_sample-3model,91.95260909,0.91,0.87,0.89,-2.425731338,-1807.152832,0.941448306,-0.165785126,96.19658718,0.719,0.131510965,31.934,0.357591629,1412.342,-4.528571989749177
6zbk_seed-5061350_sample-1model,92.81767131,0.91,0.91,0.92,-2.623921381,-2610.041504,0.960441689,0.207753249,93.55864632,0.686,0.161917642,60.947,0.357620746,940.8,-4.745428144839829
6q76_seed-8448077_sample-3model,95.24561631,0.92,0.92,0.92,-2.346612487,-1655.476929,0.946668712,-0.130566782,97.57901072,0.697,0.158345386,34.739,0.357621282,467.194,-3.7902333185663326
7p8k_seed-4449613_sample-2model,83.15632623,0.88,0.8,0.76,-1.128334944,-2384.786377,0.970581215,-0.118576772,96.67567062,0.758,0.145608037,54.43,0.357630551,1382.917,-1.966515536296269
7p8k_seed-614460_sample-4model,83.41347539,0.89,0.82,0.77,-1.176262463,-2433.493408,0.965675165,-0.068227005,95.93777757,0.774,0.154103501,56.701,0.357642651,1358.372,-2.085926769567884
7p8k_seed-9646241_sample-0model,83.07684791,0.88,0.8,0.76,-1.131091416,-2347.800537,0.971114801,-0.006541238,96.68986874,0.753,0.147681655,56.642,0.357662678,1337.207,-1.9999314778257342
6q76_seed-7064254_sample-1model,94.8365987,0.91,0.91,0.92,-2.378210125,-1589.059326,0.955705703,-0.028060222,96.82945092,0.683,0.139328634,37.021,0.357744902,1017.797,-3.8603541937026717
7p8k_seed-2534801_sample-4model,82.95795004,0.89,0.8,0.76,-1.11766078,-2335.627197,0.967938013,-0.002726382,96.91022102,0.748,0.147945651,54.953,0.357752383,1352.988,-1.9522217236342023
6zbk_seed-6847040_sample-4model,92.52829526,0.91,0.9,0.92,-2.62222215,-2552.604248,0.959117388,-0.163968393,93.30718863,0.696,0.164511441,69.686,0.357764781,922.786,-4.72436065798404
7p8k_seed-9104068_sample-4model,83.37793534,0.87,0.79,0.76,-1.164386218,-2333.568848,0.967517736,0.239229158,96.59388358,0.762,0.151848648,56.32,0.357809484,1343.104,-2.084517705602624
7p8k_seed-7051059_sample-3model,83.31652461,0.89,0.8,0.76,-1.18395596,-2310.161133,0.969315368,0.125268408,96.61110113,0.736,0.14551315,56.551,0.357853264,1347.063,-2.0983004810826076
6zbk_seed-3048189_sample-0model,92.67189972,0.91,0.91,0.92,-2.555400954,-2713.412842,0.896970122,0.033559312,92.87640604,0.677,0.174970385,66.386,0.357856601,911.58,-4.627021553364111
6zbk_seed-7225604_sample-4model,92.74483008,0.91,0.91,0.92,-2.664994451,-2674.299316,0.961493632,-0.254784758,93.19366895,0.681,0.163053511,62.78,0.357872993,939.442,-4.797284661532116
